Date,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume
2022-06-13,132.87,135.2,131.44,131.88,122207099,245.11,249.0242,241.53,242.26,46135788,106.7865,108.7915,106.11918,106.3925,47251920,160.0,163.12,156.06,156.47,60415338,104.19,106.54,101.86,103.67,99277742
2022-06-14,133.13,133.89,131.48,132.76,84784326,243.86,245.74,241.51,244.49,28651487,106.535,107.9245,105.8,106.71549999999999,33706260,157.31,160.66,154.12,158.36,46967952,104.19,104.88,101.43,102.31,69728761
2022-06-15,134.29,137.34,132.16,135.43,91532972,248.31,255.3,246.42,251.76,33111729,108.545,111.42349999999999,107.6695,109.7645,39698180,160.95,168.68,159.26,165.27,56393565,103.86,109.06,103.53,107.67,85011060
2022-06-16,132.08,132.39,129.04,130.06,107961508,245.98,247.4174,243.02,244.97,33169160,107.221,108.64849999999998,105.13801000000001,106.0335,51684960,158.6,159.4232,154.01,156.01,54574867,104.47,104.58,102.01,103.66,82186301
2022-06-17,130.065,133.079,129.81,131.56,134520290,244.7,250.5,244.03,247.65,43084780,106.0335,108.69949999999999,105.046,107.14349999999999,51376520,156.48,159.95,153.28,158.8,63033397,102.8,106.98,102.51,106.22,99772147
2022-06-21,133.42,137.06,133.32,135.87,81000488,250.255,254.75,249.51,253.74,29928297,108.9295,112.48925,108.6,111.54400000000001,47415800,164.745,170.08,164.07,165.66,48308888,108.2,111.6299,103.56,108.68,70901245
2022-06-22,134.79,137.76,133.91,135.35,73409234,251.89,257.17,250.37,253.13,25961215,110.5565,113.34649999999999,110.38237999999998,111.4875,30774140,162.26,166.62,161.8,163.6,43799744,107.43,112.13,107.02,108.95,60040131
2022-06-23,136.82,138.59,135.63,138.27,72433768,255.57,259.37,253.63,258.86,25861449,112.23150000000001,112.74249999999999,110.50050000000002,112.242,28361920,165.185,165.85,158.53,162.25,46367959,110.39,113.0,107.93,112.44,64345300
2022-06-24,139.9,141.91,139.77,141.66,89116837,261.808,267.98,261.72,267.7,33923231,112.995,118.079,112.95250000000001,117.975,41163680,165.0,171.4,163.1,171.26,47215283,112.38,116.71,111.43,116.46,69867618
2022-06-27,142.695,143.49,140.965,141.66,70207908,268.205,268.3,263.28,264.89,24615114,118.273,118.57950000000001,115.17969000000001,115.8335,36420760,173.12,173.3,166.255,168.69,42796788,117.09,117.98,112.7,113.22,62133240
2022-06-28,142.13,143.422,137.325,137.44,67315328,263.98,266.91,256.32,256.48,27380247,115.80250000000001,117.3095,111.848,112.00750000000001,35880960,169.0,172.0199,159.45,159.82,46185936,113.5,114.85,107.04,107.4,75172028
2022-06-29,137.46,140.67,136.67,139.23,66242411,257.59,261.97,255.76,260.26,20069839,111.55199999999999,113.16024999999999,110.87251,111.70150000000001,24716820,158.14,158.2,151.7,155.42,48235228,107.38,110.99,106.91,108.92,66375341
2022-06-30,137.25,138.37,133.7737,136.72,98964467,257.05,259.53,252.9,256.83,31730868,110.0,110.888,106.75,108.96300000000001,43169060,153.61,155.67,148.62,151.59,68607003,108.11,108.18,102.52,106.21,97679401
2022-07-01,136.04,139.04,135.66,138.93,71051552,256.39,259.77,254.61,259.58,22837692,107.93299999999999,109.25,106.7305,108.7375,35475660,148.99,150.6291,143.92,145.23,57761008,106.29,109.75,105.8469,109.56,73021171
2022-07-05,137.77,141.61,136.93,141.56,73429641,256.16,262.98,254.74,262.85,22971634,107.10050000000001,113.37674999999999,105.73150000000001,113.263,39399640,141.75,149.71,140.55,149.64,65220761,107.6,114.08,106.3242,113.5,76684414
2022-07-06,141.355,144.12,141.08,142.92,74064254,263.75,267.99,262.4,266.21,23824419,113.30199999999999,115.5895,111.476,114.572,37431380,150.1,153.1899,147.89,151.3,52906586,113.21,115.48,112.01,114.33,66958884
2022-07-07,143.29,146.55,143.28,146.35,66253709,265.12,269.055,265.02,268.4,20859874,115.08,119.1895,114.8335,118.78299999999999,40935880,154.555,159.45,153.89,158.58,49290276,113.85,116.99,113.49,116.33,57872323
2022-07-08,145.265,147.55,145.0,147.04,64547798,264.79,268.1,263.285,267.66,19658751,117.25,119.68499999999999,116.90125,119.35350000000001,38238160,154.3,160.3699,153.89,158.38,46797176,114.6,116.58,113.69,115.54,45719694
2022-07-11,145.67,146.64,143.78,144.87,63305113,265.65,266.53,262.18,264.51,19519108,117.998,117.998,115.3305,115.6765,31243700,155.26,155.2699,150.3801,151.52,43838873,114.08,114.3,110.87,111.75,53540019
2022-07-12,145.76,148.45,145.05,145.86,77588759,265.88,265.94,252.04,253.67,35868450,116.215,116.974,113.69022,114.0205,29959700,152.68,154.31,148.77,150.82,45848310,112.16,113.23,108.34,109.22,54280257
2022-07-13,142.99,146.45,142.1201,145.49,71185560,250.19,253.55,248.11,252.72,29497423,111.701,114.196,111.20150000000001,111.35350000000001,43722020,145.9,153.75,144.65,151.64,52191834,107.03,111.78,106.01,110.4,61353812
2022-07-14,144.08,148.95,143.25,148.47,78140744,250.57,255.1374,245.94,254.08,25102823,110.2105,111.093,108.373,110.36749999999999,37003040,151.08,154.7299,147.28,153.72,45623484,110.24,111.18,107.58,110.63,51163140
2022-07-15,149.78,150.86,148.2,150.17,76259931,255.72,260.3699,254.7727,256.72,29774050,112.00050000000002,113.1405,110.9,111.7775,46769120,156.59,157.82,154.45,157.62,38593547,112.5,115.59,111.59,113.55,84317816
2022-07-18,150.74,151.57,146.7,147.07,81420868,259.75,260.84,253.3,254.25,20975034,112.64,113.68,108.37,109.03,43164588,163.02,168.97,160.02,161.01,67051745,115.0,117.24,113.15,113.76,59115419
2022-07-19,147.92,151.23,146.91,151.0,82982367,257.575,259.72,253.68,259.53,25012562,110.85,114.02,109.56,113.81,36530945,164.86,171.1,161.7201,169.92,70236608,115.7,118.95,114.03,118.21,60990043
2022-07-20,151.12,153.72,150.37,153.04,64823413,259.9,264.87,258.91,262.27,22788282,113.17,115.4,112.48,113.9,35600426,169.47,179.325,168.01,178.07,76053779,118.615,123.475,118.32,122.77,71268322
2022-07-21,154.5,155.57,151.94,155.35,65086636,259.79,264.89,257.03,264.84,22404675,114.28,114.55,111.1132,114.34,32676166,178.85,181.44,175.4456,180.5,55704928,123.2,124.85,121.26,124.63,60239892
2022-07-22,155.39,156.28,153.41,154.09,66675408,265.24,265.33,259.07,260.36,21881290,111.0,112.34,106.5,107.9,48901184,178.93,179.67,171.365,173.19,53667088,125.01,125.5,121.3504,122.42,51463797
2022-07-25,154.01,155.04,152.28,152.95,53623945,260.995,261.5,256.81,258.83,21055998,108.41,109.87,106.3,107.51,34690894,170.19,171.24,166.49,170.24,48074751,122.695,123.64,120.03,121.14,50221259
2022-07-26,152.265,153.085,150.8,151.6,55138691,259.86,259.88,249.57,251.9,39347957,106.6,107.2,104.07,105.02,47990963,168.89,169.19,164.78,165.33,39786491,115.79,118.15,114.53,114.81,67075064
2022-07-27,152.58,157.33,152.16,156.79,78620688,261.16,270.05,258.85,268.74,45994049,109.26,113.91,108.01,113.06,59858495,170.32,179.36,169.1301,177.9,56977623,117.31,121.9,117.16,120.97,61582015
2022-07-28,156.98,157.64,154.41,157.35,81378731,269.75,277.84,267.87,276.41,33459327,112.37,114.34,111.46,114.22,32816568,179.75,181.4,174.4,179.84,47464628,121.57,122.84,118.08,122.28,82245543
2022-07-29,161.24,163.63,159.5,162.51,101786860,277.7,282.0,276.63,280.74,32152752,113.08,116.705,113.06,116.32,37223391,178.13,182.44,176.92,181.63,43546042,134.9,137.65,132.41,134.95,148892889
2022-08-01,161.01,163.59,160.89,161.51,67829379,277.82,281.28,275.84,278.01,21539580,115.3,116.72,114.34,114.86,26034288,181.82,188.46,179.9,184.41,47646904,134.96,138.8339,133.51,135.39,76846908
2022-08-02,160.1,162.41,159.63,160.01,59907025,276.0,277.89,272.38,274.82,22754184,114.0,116.35,113.72,115.13,20236029,181.22,189.3753,180.92,185.26,48952692,134.72,137.44,134.09,134.16,61922429
2022-08-03,160.84,166.59,160.75,166.13,82507488,276.76,283.5,276.61,282.47,23518874,115.71,118.62,115.48,118.08,28499014,181.84,189.68,181.37,188.93,41814557,136.21,140.49,136.05,139.52,71827780
2022-08-04,166.005,167.19,164.43,165.81,55474144,281.8,283.8,280.1677,283.65,18098668,117.48,118.78,116.89,118.19,21602925,188.49,192.74,187.6,192.15,40965227,140.58,143.56,139.55,142.57,70585020
2022-08-05,163.21,165.85,163.0,165.35,56696985,279.15,283.65,278.68,282.91,16774606,116.23,118.1056,116.0,117.47,19159520,188.1,192.2892,186.66,189.89,38606829,140.1,142.86,139.6,140.8,50686865
2022-08-08,166.37,167.81,164.2,164.87,60362338,284.05,285.92,279.32,280.32,18757818,118.39,120.15,116.88,117.3,19169479,175.02,182.39,172.42,177.93,98378318,142.05,144.23,138.29,139.41,52303475
2022-08-09,164.02,165.82,163.25,164.92,63135503,279.64,283.08,277.61,282.3,23405238,117.135,117.32,115.71,116.63,19086465,172.52,174.4719,167.24,170.86,66826265,138.052,138.9523,136.21,137.83,40434715
2022-08-10,167.68,169.34,166.9,169.24,70170540,288.17,289.81,286.94,289.16,24687845,118.78,120.92,118.41,119.7,30930350,176.98,181.18,173.1701,180.97,59742246,142.9,144.6,141.01,142.69,54773819
2022-08-11,170.06,170.99,168.19,168.49,57149159,290.85,291.21,286.51,287.02,20065938,121.28,121.49,118.56,118.84,24293654,181.31,187.07,178.76,179.42,50932655,143.86,144.49,139.76,140.64,44867336
2022-08-12,169.82,172.17,169.4,172.1,68039382,288.48,291.91,286.94,291.91,22619675,120.26,121.68,119.46,121.68,19096268,181.6,187.18,179.53,187.09,47809415,142.05,143.57,140.1201,143.55,47643484
2022-08-15,171.52,173.39,171.345,173.19,54091694,291.0,294.18,290.11,293.47,18085654,121.13,122.3,120.61,122.08,19494825,187.01,191.64,186.13,190.32,45766556,142.8,143.76,141.49,143.18,39014583
2022-08-16,172.78,173.71,171.6618,173.03,56377050,291.99,294.04,290.42,292.71,18102882,121.52,122.43,120.64,121.7,19041230,189.195,191.42,185.01,188.79,45123964,143.905,146.57,142.0,144.78,59102859
2022-08-17,172.77,176.15,172.57,174.55,79542037,289.74,293.35,289.47,291.32,18253358,120.12,121.29,119.38,119.55,22846958,185.23,186.88,181.45,183.35,44679911,142.69,143.38,140.78,142.1,48149778
2022-08-18,173.75,174.9,173.12,174.15,62290075,290.189,291.91,289.08,290.17,17186192,119.43,120.82,118.72,120.17,17987660,183.01,188.6499,181.83,187.73,41544656,141.32,142.77,140.38,142.3,37458737
2022-08-19,173.03,173.74,171.3101,171.52,70346295,288.9,289.25,285.56,286.15,20570033,119.06,119.15,116.76,117.21,21809528,184.06,185.2,177.7,178.49,44158833,140.47,141.11,137.9142,138.23,47792843
2022-08-22,169.69,169.86,167.135,167.57,69026809,282.08,282.46,277.22,277.75,25061070,115.2,115.63,113.85,114.24,21456648,174.9,175.58,169.66,170.34,40959271,135.72,136.32,132.85,133.22,50461504
2022-08-23,167.08,168.71,166.65,167.23,54147079,276.44,278.86,275.4,276.44,17527409,113.475,115.01,113.43,113.86,15870373,169.885,174.65,169.7,171.81,36998577,133.41,134.99,132.95,133.62,36252103
2022-08-24,167.32,168.11,166.245,167.53,53841524,275.41,277.23,275.11,275.79,18137019,113.5,114.78,112.8701,113.69,17734624,170.12,174.06,168.95,172.22,52266071,132.75,135.47,132.1,133.8,38626978
2022-08-25,168.78,170.14,168.35,170.03,51218209,277.33,279.02,274.52,278.85,16583407,114.235,116.72,114.11,116.65,16956794,168.44,179.47,168.33,179.13,77069133,135.26,137.42,134.28,137.28,37496283
2022-08-26,170.57,171.05,163.56,163.62,78960980,279.08,280.34,267.98,268.09,27549307,114.72,115.12,110.19,110.34,37245697,178.57,179.24,162.37,162.6,76912743,136.55,137.83,130.5,130.75,53322663
2022-08-29,161.145,162.9,159.82,161.38,73313953,265.85,267.4,263.85,265.23,20338544,109.99,110.95,108.8,109.42,21191157,160.2,163.38,157.67,158.01,49613194,129.9,131.9499,128.77,129.79,48101638
2022-08-30,162.13,162.56,157.72,158.91,77906197,266.67,267.05,260.66,262.97,22767071,110.17,110.5,107.8,108.94,27513255,159.6,160.39,151.82,154.68,53018069,131.25,132.0745,126.85,128.73,49202990
2022-08-31,160.305,160.58,157.14,157.22,87991091,265.39,267.11,261.33,261.47,24791834,110.65,110.85,108.13,108.22,28626972,153.84,155.4,149.5851,150.94,57370986,129.45,130.59,126.74,126.77,53648702
2022-09-01,156.64,158.42,154.67,157.96,74229896,258.87,260.89,255.41,260.4,23263431,108.28,110.445,107.36,109.74,28360926,142.09,143.8,132.7021,139.37,117886514,126.0,128.02,123.66,127.82,56636145
2022-09-02,159.75,160.362,154.965,155.81,76957768,261.695,264.74,254.47,256.06,22855380,110.59,110.74,107.26,107.85,24160711,141.0,141.71,135.91,136.47,74315746,129.5,131.38,126.39,127.51,57429829
2022-09-06,156.47,157.09,153.69,154.53,73714843,256.2,257.83,251.94,253.25,21328242,107.3,108.03,105.78,106.81,25068280,137.31,137.79,133.51,134.65,53575118,127.92,128.62,124.74,126.11,43888587
2022-09-07,154.825,156.67,153.61,155.96,87449574,254.7,258.83,253.22,258.09,24126700,107.06,109.98,106.9,109.45,23166967,135.63,138.38,133.46,137.14,51265746,126.12,129.82,125.4,129.48,47834487
2022-09-08,154.64,156.36,152.68,154.46,84923847,257.51,260.43,254.79,258.52,20319911,108.04,109.6,107.16,108.38,24238293,134.59,140.08,133.69,139.9,62487312,127.72,130.28,127.1,129.82,43988509
2022-09-09,155.47,157.82,154.75,157.37,68081006,260.5,265.23,260.29,264.46,22093190,109.065,110.99,109.02,110.65,23213585,141.57,144.74,141.26,143.87,48712842,130.91,133.69,130.76,133.27,49422259
2022-09-12,159.59,164.26,159.3,163.43,104955962,265.78,267.45,265.16,266.65,18747690,110.99,111.62,109.93,110.86,22966752,143.69,145.47,141.98,145.05,48415924,134.095,136.49,134.0,136.45,53826859
2022-09-13,159.9,160.54,153.37,153.84,122656614,258.84,260.4,251.59,251.99,33353318,107.8,108.3,104.09,104.32,38172871,138.02,139.22,130.99,131.31,71495563,131.01,131.4,126.27,126.82,72694010
2022-09-14,154.785,157.1,153.6106,155.31,87965409,253.53,254.23,249.86,252.22,23912954,104.57,105.275,103.66,105.0,26395134,132.54,132.8999,129.13,131.28,58850654,127.364,128.84,126.33,128.55,45316772
2022-09-15,154.65,155.24,151.38,152.37,90481110,249.77,251.4,244.02,245.38,31530948,104.03,105.27,102.35,102.91,34188284,130.152,132.3299,127.9,129.29,52362516,127.38,130.37,125.495,126.28,52887196
2022-09-16,151.21,151.35,148.37,150.7,162278841,244.26,245.3,242.0627,244.74,39791768,102.07,103.13,100.94,102.8,42797172,127.415,132.12,126.17,131.98,67075140,122.78,123.87,120.7,123.53,115667804
2022-09-19,149.31,154.56,149.1,154.48,81474246,242.465,245.14,240.85,244.52,26826931,101.75,103.33,101.55,103.07,23036811,130.12,134.63,130.1,133.82,56968528,122.16,124.71,121.8,124.66,47279727
2022-09-20,153.4,158.08,153.08,156.9,107689796,242.065,243.51,239.64,242.45,26660299,102.08,102.37,100.52,101.14,26517123,132.145,134.8276,130.57,131.76,52481775,123.35,124.3963,121.14,122.19,47698432
2022-09-21,157.34,158.74,153.6,153.72,101696790,244.27,247.66,238.9,238.95,28625557,101.67,102.88,99.27,99.28,31487265,132.13,140.31,131.1,132.61,80767940,122.49,123.76,118.45,118.54,58498887
2022-09-22,152.38,154.47,150.91,152.74,86652542,237.8704,243.86,237.57,240.98,31061162,98.82,101.24,98.79,100.14,34298619,130.7,131.4897,124.28,125.61,75916216,117.08,118.79,116.26,117.31,55229190
2022-09-23,151.19,151.47,148.56,150.43,96029909,239.54,241.13,235.2,237.92,34176048,99.63,99.66,97.47,98.74,31625437,124.2,126.11,122.57,125.16,66330931,116.0,116.05,112.06,113.78,65126665
2022-09-26,149.66,153.7701,149.64,150.77,93339409,237.045,241.45,236.9,237.45,27694190,98.1,99.88,97.8,98.17,27072662,124.91,126.59,122.14,122.28,54734269,113.295,117.34,113.13,115.15,62723268
2022-09-27,152.74,154.72,149.945,151.76,84442741,239.98,241.8,234.5,236.41,27018732,99.43,100.0,96.872,97.5,30072781,125.07,127.36,122.58,124.13,55385406,117.195,118.32,113.05,114.41,60094693
2022-09-28,147.64,150.6414,144.84,149.84,146691387,236.81,242.33,234.73,241.07,29029679,97.65,100.7,97.11,100.05,32466323,124.1,128.23,123.5386,127.36,54241388,114.38,118.7,113.8,118.01,55763750
2022-09-29,146.1,146.72,140.68,142.48,128138237,238.89,239.95,234.41,237.5,27484233,98.64,98.64,95.96,97.42,31047224,124.48,125.0,119.4601,122.2,53276312,115.6,116.07,113.06,114.8,58969714
2022-09-30,141.28,143.1,138.0,138.2,124925274,238.29,240.54,232.73,232.9,35694832,97.05,98.9,95.56,95.65,32941493,120.87,126.33,120.75,121.39,56563842,114.075,116.92,112.84,113.0,59479586
2022-10-03,138.21,143.07,137.685,142.45,114311663,235.41,241.61,234.66,240.74,28880357,96.76,99.2872,96.521,98.64,27982031,123.47,126.78,121.05,125.12,54747847,113.58,116.91,112.45,115.88,50941854
2022-10-04,145.03,146.22,144.26,146.1,87830064,245.09,250.36,244.975,248.88,34888416,100.44,101.84,100.38,101.64,28850773,128.79,132.2,128.79,131.67,58418167,119.89,123.0,119.79,121.09,62812564
2022-10-05,144.075,147.38,143.01,146.4,79470968,245.99,250.58,244.1,249.2,20347136,99.825,101.93,98.8,101.43,22176903,129.107,133.21,126.21,132.09,50713073,118.58,121.75,117.69,120.95,48217535
2022-10-06,145.81,147.54,145.22,145.43,68402169,247.93,250.34,246.08,246.79,20239886,100.68,102.9254,100.59,101.42,22323989,132.2,136.56,131.03,131.3,64415689,120.77,121.53,119.5,120.3,42253755
2022-10-07,142.54,143.1,139.445,140.09,85925559,240.902,241.32,233.17,234.24,37769602,99.85,100.53,98.295,98.68,27502765,125.05,126.7,120.22,120.76,67247816,118.0,118.17,113.88,114.56,54677980
2022-10-10,140.42,141.89,138.5729,140.42,74899002,233.05,234.559,226.73,229.25,29743608,99.0,99.095,97.01,97.86,18225094,120.37,121.2432,114.0812,116.7,69869925,115.1,116.25,112.43,113.67,42339675
2022-10-11,139.9,141.35,138.22,138.98,77033672,227.62,229.06,224.11,225.41,30473954,97.43,99.245,96.31,97.18,26507103,115.61,118.46,112.83,115.86,66748163,112.71,115.48,110.39,112.21,56432233
2022-10-12,139.13,140.36,138.16,138.34,70433744,225.4,227.86,223.96,225.75,21903937,97.3,98.75,96.735,97.56,21876362,115.79,117.35,113.45,115.0,49259019,112.49,113.83,111.4,112.9,45728660
2022-10-13,134.99,143.59,134.37,142.99,113223975,219.85,236.1,219.13,234.24,42551818,95.15,99.775,94.3836,99.06,34574549,109.71,120.7799,108.13,119.6,85010301,107.88,113.44,105.345,112.53,86868103
2022-10-14,144.31,144.52,138.19,138.38,88597969,235.54,237.24,228.34,228.56,30198588,99.99,100.69,96.37,96.56,25410674,120.57,121.11,112.04,112.27,71343199,114.1,114.96,106.6,106.9,67737344
2022-10-17,141.065,142.9,140.27,142.41,85250939,235.82,238.96,235.135,237.53,28142268,98.86,100.93,98.83,99.97,28419192,115.18,119.48,115.17,118.88,58077417,110.11,114.19,110.09,113.79,62781985
2022-10-18,145.49,146.7,140.61,143.75,99136610,243.24,243.93,235.37,238.5,26329591,103.13,103.47,99.97,100.77,24060671,123.44,124.92,116.18,119.67,65936206,119.06,119.52,114.79,116.36,65607448
2022-10-19,141.69,144.9492,141.5,143.86,61758340,237.04,239.61,234.29,236.48,19985698,100.01,101.0183,98.9201,99.63,23811064,118.79,123.5,118.34,120.51,52313061,114.71,116.5932,113.22,115.07,47198122
2022-10-20,143.02,145.89,142.65,143.39,64521989,235.77,241.31,234.87,236.15,21811015,100.0,102.32,99.39,99.97,25323202,121.13,127.69,121.05,121.94,65239761,113.83,118.24,113.51,115.25,48795104
2022-10-21,142.87,147.8479,142.649,147.27,86548609,234.74,243.0,234.5,242.12,26299733,97.845,101.31,97.72,101.13,32458722,120.982,124.98,118.87,124.66,60949441,114.792,119.59,114.5,119.32,55660485
2022-10-24,147.185,150.23,146.0,149.45,75981918,243.76,247.84,241.295,247.25,24911212,101.8,102.75,99.98,102.52,27176417,125.08,127.1,120.64,125.99,51745740,119.98,120.39,116.57,119.82,49531523
2022-10-25,150.09,152.49,149.36,152.34,74732290,247.26,251.04,245.83,250.66,34775505,102.9,104.82,102.72,104.48,40611375,126.935,133.0,126.64,132.61,50548233,119.65,121.3152,118.95,120.6,50934609
2022-10-26,150.96,151.99,148.04,149.35,88436172,231.17,238.3,230.06,231.32,82684846,96.43,98.31,94.69,94.93,88279042,128.69,133.88,127.08,128.96,53553329,116.0,119.3457,114.76,115.66,69002457
2022-10-27,148.07,149.046,144.13,144.8,109180150,231.04,233.69,225.78,226.75,40424645,94.52,95.43,91.8,92.22,60710859,136.3,138.38,131.22,131.76,58311308,113.92,114.12,109.77,110.96,129605362
2022-10-28,148.2,157.5,147.82,155.74,164762371,226.24,236.6,226.05,235.87,40647724,92.27,96.55,92.13,96.29,43697286,131.04,138.5,130.61,138.34,52103993,97.905,103.96,97.66,103.41,223133398
2022-10-31,153.155,154.24,151.92,153.34,97943171,233.76,234.92,231.15,232.13,28357265,95.42,96.03,93.98,94.51,31675036,137.78,138.38,132.97,134.97,48634099,103.56,104.87,100.74,102.44,99251395
2022-11-01,155.08,155.45,149.13,150.65,80379345,234.6,235.74,227.325,228.17,30592271,95.45,96.03,90.37,90.47,47161351,138.11,139.25,135.19,135.43,43281690,103.99,104.58,96.06,96.79,153370032
2022-11-02,148.945,152.17,145.0,145.03,93604623,229.46,231.3,220.04,220.1,38407008,90.94,91.18,86.88,86.97,57038282,138.5,142.1,132.1124,132.19,67262784,97.315,97.74,92.01,92.12,135761798
2022-11-03,142.06,142.8,138.75,138.88,97918516,220.09,220.41,213.98,214.25,36633922,86.32,86.52,83.34,83.43,61288019,130.43,137.81,129.56,134.21,50006486,92.47,93.5,89.02,89.3,136683303
2022-11-04,142.09,142.67,134.38,138.38,140814796,217.55,221.59,213.431,221.39,36789063,85.4,86.64,83.71,86.58,51124904,139.86,142.29,136.97,141.56,61257591,91.49,92.44,88.04,90.98,129101336
2022-11-07,137.11,139.145,135.671,138.92,83374628,221.99,228.41,221.28,227.87,33497979,87.28,88.9,86.85,88.49,34078912,142.28,144.12,139.54,143.01,41006095,91.95,92.1,89.04,90.53,77495728
2022-11-08,140.41,141.43,137.49,139.5,89908477,228.7,231.65,225.84,228.87,28192548,88.9,90.32,87.5901,88.9,30429025,148.01,148.9101,142.16,146.02,59529199,90.79,91.72,88.23,89.98,88703370
2022-11-09,138.5,138.55,134.5933,134.87,74917794,227.37,228.6327,224.33,224.51,27852910,88.45,89.435,87.28,87.32,31769099,141.615,142.11,137.5901,137.76,45441366,89.47,89.48,85.87,86.14,90796249
2022-11-10,141.24,146.87,139.5,146.87,118854028,235.43,243.33,235.0,242.98,46268021,92.25,94.39,91.61,93.94,51620136,148.0,157.73,145.47,157.5,70081925,92.935,98.69,91.65,96.63,173414862
2022-11-11,145.82,150.01,144.37,149.7,93979665,242.99,247.99,241.93,247.11,34620246,94.69,96.93,93.92,96.41,33090482,158.075,163.89,154.82,163.27,65548747,97.88,101.19,96.66,100.79,111590544
2022-11-14,148.97,150.28,147.43,148.28,73374114,241.985,243.91,239.21,241.55,31123340,95.09,96.79,94.51,95.7,30179539,162.18,165.4,159.22,162.95,52785245,98.77,100.1199,97.29,98.49,99533072
2022-11-15,152.215,153.59,148.5613,150.04,89868332,245.66,247.0,240.03,241.97,31390117,98.26,100.14,96.71,98.44,41640816,167.215,169.98,163.82,166.66,54587550,103.21,103.79,97.34,98.94,111336317
2022-11-16,149.13,149.87,147.29,148.79,64218266,242.79,243.8,240.42,241.73,24093272,97.9,99.6375,97.64,98.85,29105154,161.615,163.62,158.73,159.1,64954684,96.85,98.4879,95.54,97.12,87958828
2022-11-17,146.43,151.48,146.15,150.72,80389400,237.78,243.25,237.63,241.68,23123544,96.97,99.28,96.79,98.36,26052599,157.15,162.66,155.35,156.77,71089356,95.37,96.97,94.03,94.85,82617865
2022-11-18,152.305,152.7,149.97,151.29,74829573,243.51,243.74,239.03,241.22,27613523,98.77,98.9,96.37,97.43,28342297,159.66,160.02,151.2001,154.09,49207165,95.95,95.99,92.48,94.14,72428185
2022-11-21,150.16,150.37,147.715,148.01,58724070,241.43,244.67,241.19,242.05,26394700,97.29,98.4,95.355,95.6,21647387,151.47,154.77,150.8,153.17,40473931,93.97,95.02,90.59,92.46,84330270
2022-11-22,148.13,150.42,146.925,150.18,51804132,243.59,245.31,240.71,245.03,19665699,95.95,97.22,94.05,97.05,23438480,153.28,160.5757,151.216,160.38,47286607,92.62,93.35,90.87,93.2,62191962
2022-11-23,149.45,151.83,149.34,151.07,58301395,245.105,248.28,244.27,247.58,19508462,97.09,98.76,97.09,98.46,18868092,160.98,165.27,160.4801,165.19,42724093,93.24,94.58,92.83,94.13,59414684
2022-11-25,148.305,148.88,147.12,148.11,35195860,247.31,248.7,246.73,247.49,9200772,98.24,98.64,97.4,97.46,9701441,163.18,164.87,161.72,162.7,16793430,93.79,94.43,93.065,93.41,35088609
2022-11-28,145.14,146.64,143.38,144.22,69346522,246.08,246.65,240.8,241.76,24810271,97.0363,97.58,95.61,96.05,26252433,160.26,163.57,157.25,158.27,30415201,93.93,96.4,93.43,93.95,75062316
2022-11-29,144.29,144.81,140.355,141.17,83763803,241.4,242.79,238.21,240.33,17956313,95.73,96.12,94.11,95.19,20061720,158.27,159.32,155.2,156.39,29838449,94.04,94.41,91.44,92.42,65567286
2022-11-30,141.395,148.72,140.55,148.03,111380880,240.57,255.33,239.86,255.14,47594239,94.82,101.04,94.42,100.99,43647481,156.97,169.3,155.97,169.23,56529822,92.47,96.54,91.525,96.54,102805806
2022-12-01,148.21,149.13,146.61,148.31,71250416,253.87,256.12,250.9156,254.69,26041524,101.02,102.25,100.25,100.99,28687096,169.99,172.65,166.35,171.35,47097657,96.99,97.23,94.92,95.5,68487969
2022-12-02,145.96,148.0,145.65,147.81,65447446,249.82,256.06,249.69,255.02,21528520,99.05,100.77,98.9,100.44,21480703,166.59,169.3257,164.45,168.76,37138858,94.475,95.36,93.78,94.13,72496388
2022-12-05,147.77,150.9199,145.77,146.63,68826442,252.01,253.819,248.06,250.2,23435294,99.4,101.38,99.0,99.48,24405087,166.79,169.95,164.7201,166.1,35225517,93.05,94.06,90.82,91.01,71535526
2022-12-06,147.075,147.3,141.92,142.91,64727186,250.82,251.86,243.78,245.12,22463727,99.3,99.78,96.42,96.98,24910655,165.3,165.73,158.19,159.87,35269427,90.5,91.04,87.9,88.25,75503628
2022-12-07,142.19,143.37,140.0,140.94,69721094,244.83,246.16,242.205,244.37,20481522,96.41,96.8811,94.715,94.94,31045449,157.72,161.86,156.67,161.2,37238758,88.34,89.89,87.48,88.46,68086880
2022-12-08,142.36,143.52,141.1,142.65,62128338,244.84,248.74,243.06,247.4,22611757,95.38,95.58,93.45,93.71,32213288,162.73,171.79,159.59,171.69,51545554,89.24,90.86,87.88,90.35,73305887
2022-12-09,142.34,145.57,140.9,142.16,76097011,244.695,248.31,244.16,245.42,20609743,93.77,94.26,92.75,92.83,28225448,171.6,175.83,169.75,170.01,46533819,88.9,90.3,88.63,89.09,67398506
